Paid Price,Postcode,Type,LSOA,total_floor_area_m2,Employment,Health,Crime,Income,Education,Address
513000,UB6 9SD,T,E01001262,96,8231,15116,13819,65640,53.3,40 ROSEDENE AVENUE
565000,UB6 9TU,T,E01001258,89,16147,26469,21245,65640,53.3,29 GREENWAY GARDENS
315000,UB6 9UA,F,E01001258,48,16147,26469,21245,65640,53.3,28A BEECHWOOD AVENUE
266000,UB6 9UH,F,E01001264,40,11105,17418,16434,65640,53.3,16 NICHOLAS CLOSE
540000,UB7 7EQ,S,E01002525,89,21992,10683,11900,73309,51.2,29 MILL ROAD
275000,UB7 7JE,F,E01002525,55,21992,10683,11900,73309,51.2,26 OSPREY CLOSE
550000,UB7 7LG,T,E01002529,117,12840,14369,6698,73309,51.2,50 DRAYTON GARDENS
510000,UB7 7UD,S,E01002530,83,5603,10235,4561,73309,51.2,39 ROWAN ROAD
400000,UB7 8AE,S,E01002552,67,11185,12827,9587,63825,51.2,82 FALLING LANE
442000,UB7 8JZ,T,E01002552,79,11185,12827,9587,63825,51.2,71 WHITETHORN AVENUE
475000,UB7 8PE,S,E01002552,81,11185,12827,9587,63825,51.2,39 OTTERFIELD ROAD
243500,UB7 8QR,F,E01002553,49.33,7444,11462,9332,63825,51.2,18 FRANKSWOOD AVENUE
610000,UB7 9DA,S,E01002529,105,12840,14369,6698,73309,51.2,9 BRANDVILLE ROAD
230000,UB7 9HZ,F,E01002445,65,7883,10890,3272,73309,51.2,23 WORDSWORTH WAY
265000,UB8 1QB,F,E01002514,57,17682,20625,6328,81004,51.2,26 BLACKMORE WAY
552500,UB8 2BW,S,E01002414,86,30505,21700,17336,81004,51.2,46 ORCHARD WAYE
135000,UB8 2LL,F,E01002519,28,12693,12894,11401,71307,51.2,71 VERONA CLOSE
206000,UB8 2QW,F,E01002523,46,18508,16680,13600,72497,51.2,13A BRIDGE ROAD
490000,UB8 2UX,S,E01002520,70,9266,12211,13611,72497,51.2,26 ST JOHNS CLOSE
510000,UB8 3DE,T,E01002400,85,12524,11402,13439,64010,51.2,53 CORWELL LANE
440000,UB8 3DY,S,E01002409,67,11619,19521,17104,66639,51.2,45 NEW ROAD
600000,UB8 3EH,T,E01002408,93,6154,13037,4163,66639,51.2,14 COLLINGWOOD ROAD
600000,UB8 3ET,T,E01002409,102,11619,19521,17104,66639,51.2,20 CHERRY GROVE
179000,UB8 3HW,F,E01002549,54,13828,9984,18089,63825,51.2,36 DALEHAM DRIVE
370000,UB8 3PE,T,E01002411,49,15670,15916,14043,71307,51.2,29D BOSANQUET CLOSE
335000,UB8 3RZ,F,E01002411,67,15670,15916,14043,71307,51.2,2 ST PETERS ROAD
550000,UB8 3SZ,T,E01002413,87,9473,9612,10323,71307,51.2,3 PEACHEY CLOSE
250000,UB8 3UB,F,E01002408,62,6154,13037,4163,66639,51.2,6 WOOBURN CLOSE
284000,UB8 3UE,T,E01002408,39,6154,13037,4163,66639,51.2,39 HINDHEAD CLOSE
280000,UB8 3WP,F,E01002412,58,20173,18917,8177,81405,51.2,51 ARKLAY CLOSE
475000,W10 4AX,F,E01000586,53,13991,16909,5392,81274,50.7,201A KILBURN LANE
550000,W10 4BQ,F,E01000583,64,14457,21189,10101,81274,50.7,227 KILBURN LANE
955000,W10 4DP,T,E01004719,106,7008,9005,10185,55073,52.7,86 FIFTH AVENUE
906875,W10 4DY,T,E01004720,91,9311,15900,10548,55073,52.7,194 PEACH ROAD
1100000,W10 4HZ,T,E01004719,61,7008,9005,10185,55073,52.7,104 KILRAVOCK STREET
630000,W10 6EF,T,E01002909,58,12607,13253,10102,65468,53.3,21 ST CHARLES SQUARE
655000,W10 6ER,F,E01002909,61,12607,13253,10102,65468,53.3,60A CHESTERTON ROAD
1100000,W11 1PJ,T,E01002874,93,14520,20631,10597,87584,53.3,71A CORNWALL CRESCENT
5511000,W11 3BU,T,E01002883,239,32147,32936,7709,89204,53.3,28 KENSINGTON PARK ROAD
4400000,W11 3QY,T,E01002871,270,33123,33233,10790,87584,53.3,56 HOLLAND PARK AVENUE
3385000,W11 4AP,T,E01002871,176,33123,33233,10790,87584,53.3,4 CLARENDON CROSS
3600000,W11 4NJ,T,E01002871,159,33123,33233,10790,87584,53.3,2 PRINCEDALE ROAD
1100000,W11 4PR,T,E01002881,110,5253,7079,12467,52846,53.3,13 AVONDALE PARK GARDENS
930000,W12 0JE,T,E01001960,115,16197,16975,9969,64691,53.4,93 OAKLANDS GROVE
710000,W12 0LP,T,E01001954,99,11821,13132,9618,64691,53.4,108 WORMHOLT ROAD
425000,W12 0NF,F,E01001956,78,10136,13678,15181,64691,53.4,8 OLLGAR CLOSE
425000,W12 0NF,F,E01001956,78,10136,13678,15181,64691,53.4,23 OLLGAR CLOSE
425000,W12 0NF,F,E01001956,78,10136,13678,15181,64691,53.4,33 OLLGAR CLOSE
438000,W12 0NG,F,E01001956,78,10136,13678,15181,64691,53.4,81 OLLGAR CLOSE
883350,W12 0PJ,T,E01001954,75.75,11821,13132,9618,64691,53.4,70 GALLOWAY ROAD
510000,W12 0RA,T,E01001876,68,8778,2254,18527,62325,53.4,22 HEATHSTAN ROAD
1210000,W12 7BJ,T,E01001945,152,13829,17243,7821,65802,53.4,5 BLOEMFONTEIN AVENUE
480000,W12 7QY,F,E01001960,71,16197,16975,9969,64691,53.4,19 DUNRAVEN ROAD
1500000,W12 8JD,T,E01001942,173,14218,16343,6807,63521,53.4,120 ST STEPHENS AVENUE
1500000,W12 8JD,T,E01001942,173,14218,16343,6807,63521,53.4,106 FIRST FLOOR FLAT ST STEPHENS AVENUE
355000,W12 8LG,F,E01001852,48,18756,16639,18557,72755,53.4,52A WOODSTOCK GROVE
1417500,W12 9AG,T,E01001864,169,13628,14493,14524,67295,53.4,44 HADYN PARK ROAD
865000,W12 9BW,T,E01001865,106,22200,23735,24303,80353,53.4,98 GAYFORD ROAD
875000,W12 9EG,T,E01001865,128,22200,23735,24303,80353,53.4,100 JEDDO ROAD
1240000,W12 9JG,T,E01001858,119,14157,10003,10952,67295,53.4,20 GREENSIDE ROAD
600000,W12 9LG,F,E01001859,70,15057,18398,23901,80353,53.4,57 AYLMER ROAD
675000,W12 9PY,T,E01001863,88,16855,18950,11783,67295,53.4,9A FINDON ROAD
301500,W12 9QW,F,E01001860,48,8921,9270,4422,67295,53.4,11 CONINGHAM MEWS
2640000,W12 9SS,S,E01001927,186,29246,33112,28923,80353,53.4,36 RYLETT ROAD
1090000,W13 0EQ,S,E01001205,161,7568,13360,19960,86855,53.3,23 KINGSLEY AVENUE
492495,W13 0LD,F,E01001207,69.23,20078,26401,19399,86855,53.3,18 DRAYTON ROAD
570000,W13 0NT,T,E01001250,66,3404,7627,6103,76393,53.3,8 FELIX ROAD
585000,W13 8AS,F,E01001224,70,31381,33347,26343,94145,53.3,5A SHERBORNE GARDENS
1400000,W13 8BE,S,E01001212,146,21297,25566,26717,86855,53.3,7 KENT AVENUE
1350000,W13 8BU,S,E01001212,131,21297,25566,26717,86855,53.3,45 KENT GARDENS
877000,W13 8JH,T,E01001227,129,24262,26117,26260,94145,53.3,15 DELL WAY
2000000,W13 8LX,S,E01001227,242,24262,26117,26260,94145,53.3,31 AMHERST ROAD
2012500,W13 8LY,D,E01001227,192,24262,26117,26260,94145,53.3,9 WALDECK ROAD
1445000,W13 9DF,T,E01001383,171,23130,26725,26674,76393,53.3,89 ST KILDA ROAD
970000,W13 9EW,T,E01001305,111,30859,31783,29099,90315,53.3,13 CHAMBERLAIN ROAD
695000,W13 9JD,T,E01001384,78,26675,28535,22879,100632,53.3,141 WESTFIELD ROAD
1090000,W13 9JZ,T,E01001384,128,26675,28535,22879,100632,53.3,53 GLENFIELD ROAD
1450000,W13 9PL,S,E01001387,198,17414,21258,16200,100632,53.3,15 RATHGAR AVENUE
2200000,W13 9QD,S,E01001382,207,30743,32741,26783,100632,53.3,76 ELERS ROAD
830000,W13 9TF,T,E01001306,93,30227,31120,30994,90315,53.3,33 BELSIZE AVENUE
910000,W13 9TG,T,E01001385,83,30279,31429,21399,100632,53.3,17 BERNARD AVENUE
1325000,W13 9TP,D,E01001305,144,30859,31783,29099,90315,53.3,140 MIDHURST ROAD
1130000,W13 9TS,D,E01001305,99,30859,31783,29099,90315,53.3,APRIL COTTAGE WALMER GARDENS
925000,W13 9UP,S,E01001385,96,30279,31429,21399,100632,53.3,35 MAYFIELD AVENUE
832500,W13 9XS,T,E01001306,112,30227,31120,30994,90315,53.3,15 MIDHURST ROAD
740000,W13 9XU,T,E01001306,88,30227,31120,30994,90315,53.3,96 CRANMER AVENUE
350000,W14 8BJ,F,E01002869,37,20243,27080,13546,82473,53.3,14 HANSARD MEWS
810000,W14 8JY,F,E01002864,69,33405,33615,16562,82473,53.3,47A OAKWOOD COURT
585000,W14 9AS,F,E01001872,79,15868,17787,12440,67038,53.4,6A GLAZBURY ROAD
440000,W14 9BN,F,E01001871,48,24592,23492,24271,67038,53.4,47 MORE CLOSE
650000,W14 9DL,F,E01001867,72,23065,16668,28791,67038,53.4,29 COLET GARDENS
487020,W14 9HQ,T,E01001914,67,15731,11097,5316,68777,53.4,10A CASTLETOWN ROAD
640000,W14 9SX,F,E01001909,80,17187,13679,15583,59085,53.4,11B ST ANDREWS ROAD
805000,W1T 6QL,F,E01004715,81,19661,20201,20212,68395,52.7,149 CLEVELAND STREET
3250000,W1U 2LZ,T,E01004713,146,33611,33058,31739,95156,52.7,22 WIGMORE PLACE
1500000,W1U 8BH,T,E01004714,100,32584,32853,21287,95156,52.7,7 RODMARTON STREET
135000,WA1 2GW,F,E01012478,50,15503,13496,15702,49351,48.3,38 KERRIDGE DRIVE
150000,WA1 2JX,T,E01012480,79,5157,1613,1764,38050,48.3,42 SUTTON STREET
258000,WA1 3DB,S,E01012481,95,11617,9273,9121,40341,48.3,44 OAKLAND STREET
250000,WA1 3FW,D,E01033299,87,9107,6430,4050,38050,48.3,34 THORNEYCROFT DRIVE
180000,WA1 3PS,T,E01012482,96,5542,1792,6309,40341,48.3,54 GORSEY LANE
160000,WA1 3PX,T,E01012482,89,5542,1792,6309,40341,48.3,14 ELAINE STREET
152500,WA1 3QG,T,E01012479,84,5320,4044,3359,38050,48.3,121 WILLIS STREET
152500,WA1 3QG,T,E01012479,84,5320,4044,3359,38050,48.3,82 WILLIS STREET
137000,WA1 3QP,T,E01033299,72,9107,6430,4050,38050,48.3,48 ALGERNON STREET
209000,WA1 3SA,T,E01012481,95,11617,9273,9121,40341,48.3,16 BERESFORD STREET
210500,WA1 3SD,T,E01012481,74,11617,9273,9121,40341,48.3,6 ELLIOTT AVENUE
232000,WA1 3SH,T,E01012478,107,15503,13496,15702,49351,48.3,2 KING GEORGE CRESCENT
167000,WA1 3TE,S,E01012481,66,11617,9273,9121,40341,48.3,14 WALTER STREET
114000,WA2 0JZ,T,E01012533,90,1145,654,1172,38863,48.3,325 GRASMERE AVENUE
315000,WA2 0LU,S,E01012538,84,28030,20724,21486,49024,48.3,22 LOCKERBIE CLOSE
145000,WA2 0NG,T,E01012534,63,3637,3981,2984,39965,48.3,37 BUTTERMERE AVENUE
157000,WA2 7AT,T,E01033303,102,10319,7958,2788,38050,48.3,3 CLEGGE STREET
170000,WA2 7BG,T,E01033303,129,10319,7958,2788,38050,48.3,12 DUDLEY STREET
110000,WA2 7BJ,T,E01033303,81,10319,7958,2788,38050,48.3,99 WEST STREET
92000,WA2 7BQ,T,E01033303,74,10319,7958,2788,38050,48.3,44 DUDLEY STREET
100000,WA2 7DB,F,E01033299,51,9107,6430,4050,38050,48.3,14 RYLANDS DRIVE
150000,WA2 7DN,T,E01012483,82,1648,1775,969,40790,48.3,135 WATKIN STREET
155500,WA2 7DW,T,E01012483,79,1648,1775,969,40790,48.3,1 WATKIN STREET
152014,WA2 7DY,S,E01033299,122,9107,6430,4050,38050,48.3,149 RYLANDS DRIVE
125000,WA2 7HB,T,E01033303,66,10319,7958,2788,38050,48.3,49 FORSHAW STREET
240000,WA2 7HG,T,E01012483,53,1648,1775,969,40790,48.3,49 HARDY STREET
240000,WA2 7HG,T,E01012483,53,1648,1775,969,40790,48.3,49A HARDY STREET
175000,WA2 7PP,S,E01012525,67,7984,8561,10188,40341,48.3,7 COWDELL STREET
137500,WA2 7QA,T,E01012525,58,7984,8561,10188,40341,48.3,4 AMELIA STREET
215000,WA2 7QG,S,E01012523,84,15119,12242,3187,40341,48.3,11 FITZHERBERT STREET
195000,WA2 7QJ,T,E01012523,84,15119,12242,3187,40341,48.3,58 ORFORD AVENUE
115000,WA2 8AE,F,E01012523,45,15119,12242,3187,40341,48.3,10H CENTRAL AVENUE
175000,WA2 8BW,T,E01012525,73,7984,8561,10188,40341,48.3,33 CORBET AVENUE
175000,WA2 8BW,T,E01012525,73,7984,8561,10188,40341,48.3,31 CORBET AVENUE
210000,WA2 8DL,T,E01012523,100,15119,12242,3187,40341,48.3,9 HALLFIELDS ROAD
138000,WA2 9LQ,T,E01012536,90,6513,7046,5120,38863,48.3,42 POPLARS AVENUE
171000,WA2 9QQ,T,E01012520,84.48,2763,2749,4274,40341,48.3,25 NORTHWAY
185000,WA2 9RR,S,E01012520,76,2763,2749,4274,40341,48.3,38 GOUGH AVENUE
185000,WA2 9RR,S,E01012520,76,2763,2749,4274,40341,48.3,48 GOUGH AVENUE
90000,WA2 9SF,F,E01012537,111,3492,4454,4092,39965,48.3,45A COTSWOLD ROAD
198500,WA3 1EG,T,E01006303,59,22113,18439,17028,47897,43.1,85 CANAAN
165000,WA4 1BU,T,E01012510,77.58,9907,10110,10316,38050,48.3,19 CANTERBURY STREET
157500,WA4 1EZ,T,E01012511,82,10611,5813,3907,38050,48.3,41 CUMBERLAND STREET
130000,WA4 1HD,T,E01012511,88,10611,5813,3907,38050,48.3,43 OXFORD STREET
130000,WA4 1HD,T,E01012511,88,10611,5813,3907,38050,48.3,10 OXFORD STREET
534500,WA4 1JN,T,E01012507,235,10564,6676,5032,43240,48.3,16 GRAMMAR SCHOOL ROAD
230000,WA4 1QH,T,E01012507,106,10564,6676,5032,43240,48.3,29 GRANGE AVENUE
202500,WA4 1XG,S,E01012508,76,3157,2816,2484,43240,48.3,60 HENSHALL AVENUE
285000,WA4 6AR,S,E01012512,91,26459,21902,27635,40790,48.3,220 CHESTER ROAD
252500,WA4 6GA,S,E01012510,69,9907,10110,10316,38050,48.3,3 WEDGWOOD DRIVE
252500,WA4 6GA,S,E01012510,69,9907,10110,10316,38050,48.3,2 WEDGWOOD DRIVE
255000,WA4 6QY,S,E01012512,60,26459,21902,27635,40790,48.3,106 BURGESS AVENUE
210000,WA5 0EF,T,E01012454,63,10237,10267,6408,40298,48.3,21 DEAL CLOSE
220000,WA5 0EX,T,E01012454,64,10237,10267,6408,40298,48.3,102 REGENCY SQUARE
160000,WA5 1BU,T,E01012458,73,13149,10220,8699,40790,48.3,189 OLD LIVERPOOL ROAD
126850,WA5 1NZ,T,E01012457,52,7399,2985,10568,40298,48.3,49 FOX STREET
135400,WA5 1PZ,T,E01012457,82,7399,2985,10568,40298,48.3,29 RIPLEY STREET
94000,WA5 1QA,T,E01012457,84,7399,2985,10568,40298,48.3,92 GRAFTON STREET
100000,WA5 1QB,T,E01012457,69,7399,2985,10568,40298,48.3,29 GRAFTON STREET
100000,WA5 1QB,T,E01012457,69,7399,2985,10568,40298,48.3,37 GRAFTON STREET
100000,WA5 1QB,T,E01012457,69,7399,2985,10568,40298,48.3,42 GRAFTON STREET
185000,WA5 1TZ,T,E01012457,155,7399,2985,10568,40298,48.3,107 LOVELY LANE
285000,WA6 6DN,D,E01018690,91,31913,32941,25236,53897,45.9,24 HOWEY RISE
580000,WA6 6QF,D,E01018687,128,30500,30654,33219,53897,45.9,27 DORIC AVENUE
315000,WA6 6RW,S,E01018689,99,18242,19781,19319,53897,45.9,SUNNYDALE MARTIN ROAD
357500,WA6 7AN,T,E01018689,115,18242,19781,19319,53897,45.9,79 HIGH STREET
355000,WA6 7GB,S,E01018688,158,25326,29958,10373,53897,45.9,8 TRINITY GARDENS
380000,WA6 7GY,S,E01018688,144,25326,29958,10373,53897,45.9,54 BRIDGEWATER CLOSE
295000,WA6 7NE,S,E01018688,85,25326,29958,10373,53897,45.9,18 SILVERDALE CLOSE
135000,WA6 7PX,T,E01018685,85,2778,3171,2084,53897,45.9,70 ASHTON DRIVE
121200,WA6 7RF,S,E01018687,92,30500,30654,33219,53897,45.9,61 TOWNFIELD LANE
340000,WA7 1EB,D,E01012386,103,27102,22928,31206,60948,40.6,114 WHARFORD LANE
230000,WA7 1FY,T,E01012386,79,27102,22928,31206,60948,40.6,20 BIGGLESWADE DRIVE
180000,WA7 1GB,F,E01012386,80,27102,22928,31206,60948,40.6,14 HOLFORD MOSS
410000,WA7 1HY,D,E01012386,135,27102,22928,31206,60948,40.6,43 LUTTERWORTH AVENUE
182000,WA7 1LS,S,E01012431,63,8077,6003,1298,42555,40.6,57 LINNETS PARK
370000,WA7 1QB,D,E01012386,133,27102,22928,31206,60948,40.6,94 DORCHESTER PARK
347500,WA7 1QE,D,E01012386,122,27102,22928,31206,60948,40.6,2 CALMINGTON LANE
107800,WA7 1RF,T,E01012431,83,8077,6003,1298,42555,40.6,36 BOLD STREET
222516,WA7 4AF,D,E01012418,97,26884,17377,27913,50194,40.6,1 BARRYMORE ROAD
155000,WA7 4DL,T,E01012429,75,6825,4087,8685,42555,40.6,35 CUNNINGHAM DRIVE
295000,WA7 4JY,S,E01012429,109,6825,4087,8685,42555,40.6,24 WESTON ROAD
312000,WA7 4SJ,S,E01012416,113,9276,5263,21297,42555,40.6,8 WHITLEY CLOSE
240000,WA7 4YF,S,E01012415,81,24596,16505,27447,50194,40.6,14 MARLSTON PLACE
192500,WA7 5EE,T,E01012405,98,9682,8631,7544,43241,40.6,85 STENHILLS CRESCENT
175000,WA7 5EN,S,E01012398,87,13304,7251,14643,43241,40.6,41 WINDSOR GROVE
182000,WA7 5FP,S,E01012397,65,952,776,1832,34735,40.6,18 LYNDALE
115000,WA7 5PF,T,E01012400,80,17131,10952,19095,43241,40.6,12 DALE STREET
110000,WA7 5QX,T,E01012402,61,2604,1109,5098,43241,40.6,79 HALTON ROAD
200000,WA7 5RG,S,E01012404,76,9933,6037,13995,43241,40.6,31 HARROW DRIVE
160000,WA7 5YB,T,E01012396,84,402,356,564,34735,40.6,120 GRANGEMOOR
140000,WA7 5YD,T,E01012396,80,402,356,564,34735,40.6,181 GRANGEMOOR
190000,WA8 0BS,T,E01012412,99,4076,524,12146,38826,40.6,20 NAYLOR ROAD
143000,WA8 0QU,S,E01012441,66,179,157,1261,33004,40.6,17 CHURCH STREET
245000,WA8 0ZE,D,E01012412,76,4076,524,12146,38826,40.6,2 BEDFORD STREET
168000,WA8 3EU,T,E01012410,58,21018,11858,29327,38826,40.6,15 SOMERFORD WALK
100000,WA8 3LE,T,E01012413,74,1817,1925,8016,38826,40.6,61 IRELAND STREET
185000,WA8 3LW,T,E01012411,99,11789,8411,19658,55354,40.6,26 BISHOPS WAY
183000,WA8 3LY,S,E01012411,74,11789,8411,19658,55354,40.6,58 CROW WOOD LANE
352000,WA8 3UD,D,E01012392,105,30489,25130,26846,55354,40.6,166 BARROWS GREEN LANE
278000,WA8 4SL,D,E01012423,61,9811,8696,11584,61376,40.6,21 TIVERTON CLOSE
197000,WA8 4SR,S,E01012422,151,2217,1711,1517,36239,40.6,15 AVON
115000,WA8 4XP,T,E01012422,71,2217,1711,1517,36239,40.6,102 AFTON
260000,WA8 5AS,S,E01012393,91,30273,26527,18168,55354,40.6,32 NORLANDS LANE
285000,WA8 5DE,S,E01006503,111,16234,12401,18065,51865,38,44 LAMBOURN AVENUE
492000,WA8 5DP,D,E01006503,230,16234,12401,18065,51865,38,3 HALL LANE
501000,WA8 5DY,D,E01012395,138,26163,23210,31095,55354,40.6,8 HORNSMILL AVENUE
130000,WA8 6ED,T,E01012367,98,1842,789,665,33004,40.6,10 DEACON ROAD
125000,WA8 6ES,T,E01012370,64,5229,2256,849,33004,40.6,42 COOPER STREET
125000,WA8 6ES,T,E01012370,64,5229,2256,849,33004,40.6,21 COOPER STREET
65000,WA8 6GD,F,E01012367,60,1842,789,665,33004,40.6,31 LIEBIG COURT
145000,WA8 6HF,T,E01012370,93,5229,2256,849,33004,40.6,5 PARK ROAD
70000,WA8 6HG,T,E01012370,99,5229,2256,849,33004,40.6,45 PARK ROAD
120000,WA8 6HP,T,E01012370,61,5229,2256,849,33004,40.6,46 ALLERTON ROAD
90000,WA8 6NP,T,E01012425,85,5548,2920,5747,45783,40.6,14 CARLTON STREET
105000,WA8 6QJ,T,E01012368,65,9703,4638,11599,38826,40.6,17 EDWIN STREET
230000,WA8 6RB,S,E01012368,85,9703,4638,11599,38826,40.6,38 ST ANNES ROAD
180000,WA8 6SL,T,E01012369,89,10184,7072,4218,45783,40.6,10 LOCKETT ROAD
250000,WA8 6TX,S,E01012368,76,9703,4638,11599,38826,40.6,52 KENSAL GREEN
160000,WA8 7EG,T,E01012427,90,10646,7822,4750,45783,40.6,84 LOWER HOUSE LANE
220000,WA8 7EU,S,E01012427,80,10646,7822,4750,45783,40.6,8 SOUTHEY CLOSE
210000,WA8 7EX,S,E01012427,62,10646,7822,4750,45783,40.6,5 KEATS CLOSE
165000,WA8 7EZ,T,E01012379,66,8705,2579,9388,36019,40.6,205 LIVERPOOL ROAD
185000,WA8 7HQ,S,E01012379,80,8705,2579,9388,36019,40.6,1 GLENN PLACE
110000,WA8 7JD,T,E01012379,61,8705,2579,9388,36019,40.6,1 BALL PATH
325000,WA8 7JG,S,E01012426,151,22753,13739,12326,45783,40.6,116 LEIGH AVENUE
140000,WA8 7LN,S,E01012425,71.6,5548,2920,5747,45783,40.6,70 HENDERSON ROAD
75000,WA8 7ST,F,E01012441,43,179,157,1261,33004,40.6,19 DARLINGTON COURT
111000,WA8 7UR,T,E01012377,74,3654,3095,2881,36239,40.6,57 BANKFIELD ROAD
190000,WA8 7YE,S,E01012377,88,3654,3095,2881,36239,40.6,17 MARLING PARK
159000,WA8 8BN,T,E01012388,81,2833,3243,6028,36019,40.6,59 REGAL CRESCENT
216000,WA8 8HL,S,E01012390,87,5830,5733,8026,36239,40.6,63 ROYAL AVENUE
295000,WA8 8LB,S,E01012389,87,25036,17989,30877,43351,40.6,3 SPINNEY AVENUE
150000,WA8 8PH,S,E01012390,78,5830,5733,8026,36239,40.6,11 MAYFIELD AVENUE
333000,WA8 9AN,D,E01012374,86,30963,25862,21090,61376,40.6,8 TYNWALD CRESCENT
580000,WA8 9AZ,D,E01012376,226,29834,20137,22741,61376,40.6,49 TICKFORD BANK
267500,WA8 9BL,D,E01012374,94,30963,25862,21090,61376,40.6,18 CHETWOOD DRIVE
247000,WA8 9BZ,S,E01012394,79,11843,7925,14082,45783,40.6,1 VULCAN CLOSE
273000,WA8 9DU,T,E01012374,117,30963,25862,21090,61376,40.6,2 MOTHERWELL CLOSE
355000,WA8 9FR,D,E01012392,121,30489,25130,26846,55354,40.6,4 AMELIA CLOSE
330000,WA8 9HB,D,E01012375,109,28474,19901,29360,61376,40.6,42 UPTON BRIDLE PATH
210000,WA8 9LL,S,E01012394,72,11843,7925,14082,45783,40.6,40 WINDERMERE STREET
240000,WA8 9NG,S,E01012394,70,11843,7925,14082,45783,40.6,80 SHACKLETON AVENUE
310000,WA8 9NN,D,E01012394,91,11843,7925,14082,45783,40.6,9 CHADWICK LANE
260000,WA8 9NQ,T,E01012392,118,30489,25130,26846,55354,40.6,6 LANGLEY BECK
246000,WA8 9RF,D,E01012392,76,30489,25130,26846,55354,40.6,56 GROSVENOR ROAD
235000,WA8 9RH,S,E01012392,70,30489,25130,26846,55354,40.6,4 TRENTHAM CLOSE
200000,WA8 9UF,S,E01012394,74,11843,7925,14082,45783,40.6,86 LANCASTER ROAD
227000,WA8 9YP,S,E01012376,97,29834,20137,22741,61376,40.6,79 LINGWELL PARK
300000,WA8 9ZB,D,E01012376,108,29834,20137,22741,61376,40.6,52 UPTON GRANGE
67500,WA9 1AX,T,E01006874,56,107,96,271,32702,42.9,13 SOROGOLD STREET
105000,WA9 1BE,T,E01006872,86,333,5,1586,32702,42.9,12 PARR MOUNT STREET
48000,WA9 1HH,F,E01006819,49,5889,3060,11039,33235,42.9,49 BOARDMANS LANE
86000,WA9 1NG,T,E01006873,60,136,104,708,32702,42.9,23 FARNWORTH STREET
92000,WA9 1NY,T,E01006874,64,107,96,271,32702,42.9,139 PARR STOCKS ROAD
90000,WA9 2AB,T,E01006821,70,346,744,1095,33235,42.9,19 FRY STREET
70000,WA9 2BU,T,E01006821,72,346,744,1095,33235,42.9,34 PENNINE DRIVE
70000,WA9 2DR,T,E01006821,79,346,744,1095,33235,42.9,2 NICHOLSON STREET
70000,WA9 2DR,T,E01006821,79,346,744,1095,33235,42.9,29 NICHOLSON STREET
56000,WA9 2JQ,F,E01006816,46.7,578,242,3808,36572,42.9,224 NEWTON ROAD
80000,WA9 2NB,S,E01006899,79,5445,1645,6021,36572,42.9,494 FLEET LANE
191250,WA9 2PQ,D,E01006820,81,1694,2151,2123,33235,42.9,10 SKY LARK RISE
74500,WA9 3PS,T,E01006844,106,1068,630,1040,39713,42.9,15 JOSEPH STREET
125000,WA9 3PW,T,E01006844,104,1068,630,1040,39713,42.9,310 ROBINS LANE
50000,WA9 3SA,T,E01006899,71,5445,1645,6021,36572,42.9,14 POND WALK
142500,WA9 3TB,S,E01006846,83,16330,10708,16672,39713,42.9,20 OLGA ROAD
122000,WA9 3TJ,S,E01006848,52,10938,9357,16468,39713,42.9,27 EAVES LANE
210000,WA9 3TU,S,E01006846,66,16330,10708,16672,39713,42.9,35 BALMORAL AVENUE
195000,WA9 3UP,S,E01006846,79,16330,10708,16672,39713,42.9,181 IRWIN ROAD
115000,WA9 3XA,T,E01006848,70,10938,9357,16468,39713,42.9,40 YEWTREE AVENUE
190000,WA9 4YB,S,E01006901,72,18293,12524,22530,39713,42.9,7 GRAYSTON AVENUE
242500,WA9 5FX,S,E01032905,107,24856,13728,20252,50432,42.9,2 HARWORTH ROAD
80000,WA9 5HE,T,E01006913,87,1921,4178,2580,34310,42.9,49 PETERLEE CLOSE
112000,WA9 5HU,T,E01006907,66,4551,1209,6158,34310,42.9,532 SUTTON HEATH ROAD
105000,WA9 5JX,T,E01006906,70,8177,4194,15020,50432,42.9,60 EDGE STREET
119950,WA9 5JZ,T,E01006906,64,8177,4194,15020,50432,42.9,22 GERTRUDE STREET
110000,WA9 5LZ,T,E01006906,54,8177,4194,15020,50432,42.9,63 EMILY STREET
106000,WA9 5NA,T,E01006906,61,8177,4194,15020,50432,42.9,11 FLORENCE STREET
327000,WA9 5RJ,D,E01006912,116,2089,2959,6430,34310,42.9,51 OLD ELTON HEAD ROAD
225000,WA9 5TD,D,E01032905,68,24856,13728,20252,50432,42.9,43 WHELAN GARDENS
200000,WA9 5TG,T,E01032905,84,24856,13728,20252,50432,42.9,92 LOWFIELD LANE
164000,WA9 5UP,T,E01032904,66,24421,19898,26686,50432,42.9,32 HORSEY MERE GARDENS
215000,WA9 5UQ,S,E01006827,67,25504,21659,22563,53390,42.9,6 TAMARISK GARDENS
100000,WA9 5WG,F,E01032905,46,24856,13728,20252,50432,42.9,86 ROLLESBY GARDENS
100000,WA9 5WG,F,E01032905,46,24856,13728,20252,50432,42.9,10 ROLLESBY GARDENS
230000,WA9 5XJ,S,E01032905,78,24856,13728,20252,50432,42.9,3 STARGATE CLOSE
240000,WA9 5XR,S,E01006913,79,1921,4178,2580,34310,42.9,49 COLLINS GREEN DRIVE
415000,WD3 1DR,F,E01023850,75,20166,19666,11840,77010,51.1,4 BURY MEADOWS
