Paid Price,Postcode,Type,LSOA,total_floor_area_m2,Employment,Health,Crime,Income,Education,Address
945000,AL1 1JP,S,E01023682,116,21704,27804,19639,67807,56.8,10 ORCHARD CLOSE
294000,AL1 1TW,F,E01023682,48,21704,27804,19639,67807,56.8,41 ABBOTS PARK
425000,AL1 5PT,T,E01023682,88,21704,27804,19639,67807,56.8,55 CELL BARNES LANE
900000,AL1 1PF,T,E01023726,105,32818,33148,22238,73561,56.8,3 PAXTON ROAD
405000,AL1 1RN,T,E01023726,42,32818,33148,22238,73561,56.8,57 SOPWELL LANE
517500,AL1 3AU,T,E01023726,80,32818,33148,22238,73561,56.8,33 ALEXANDRA ROAD
517500,AL1 3AU,T,E01023726,80,32818,33148,22238,73561,56.8,13 ALEXANDRA ROAD
515000,AL1 3BB,T,E01023726,61,32818,33148,22238,73561,56.8,50 INKERMAN ROAD
865000,AL1 2ET,S,E01023741,86,32743,33110,24785,66948,56.8,69 COTTONMILL LANE
1200000,AL1 2QG,D,E01023744,196,32527,32805,25668,85460,56.8,90 WATLING STREET
240000,B33 0NE,S,E01009302,81,10787,3948,11259,39647,45.3,18 CROSSKEY CLOSE
195000,B37 5ET,T,E01009302,87,10787,3948,11259,39647,45.3,2 BOSWORTH DRIVE
237500,B19 1JJ,T,E01009062,114,2278,6600,3636,35463,45.3,112 LEONARD ROAD
182000,B31 2UG,T,E01009162,77,7061,9139,6360,51267,45.3,4 THE WALMERS WALK
150000,B31 5HL,S,E01009162,70,7061,9139,6360,51267,45.3,195 FARREN ROAD
195000,B31 2UR,T,E01009162,79,7061,9139,6360,51267,45.3,7 COLMERS WALK
237500,B31 2SY,S,E01009162,67,7061,9139,6360,51267,45.3,48 BROUGHTON CRESCENT
480000,B29 6ET,T,E01009290,145,33595,8672,20463,55900,45.3,181 HUBERT ROAD
300000,B29 6DA,T,E01009290,95,33595,8672,20463,55900,45.3,279 TIVERTON ROAD
280000,B75 5PA,S,E01009416,95,27356,29179,29842,76086,45.3,51 SLADE ROAD
360000,B29 6BU,T,E01009290,80,33595,8672,20463,55900,45.3,246 TIVERTON ROAD
120000,B78 2EP,T,E01031031,94,17168,17483,18956,44560,41.7,34 PICCADILLY
271000,B75 5RU,T,E01009416,66,27356,29179,29842,76086,45.3,7 WEEFORD DELL
131000,B64 6HT,T,E01009955,90,5318,3967,7075,40995,43.6,53 TRINITY STREET
185000,B64 6AS,T,E01009955,84,5318,3967,7075,40995,43.6,18 WOODFIELD AVENUE
99000,B64 6JP,F,E01009955,49,5318,3967,7075,40995,43.6,37 ELBOW STREET
710000,AL1 4AS,T,E01023716,92,32941,33425,30076,92123,56.8,32 SANDRIDGE ROAD
570000,AL1 4JD,T,E01023674,86.76,31562,28795,25692,84771,56.8,168C HATFIELD ROAD
590000,AL1 5EB,T,E01023674,82,31562,28795,25692,84771,56.8,19 ALBION ROAD
592500,AL1 5EF,T,E01023674,82,31562,28795,25692,84771,56.8,13 CAVENDISH ROAD
690000,AL1 5DL,T,E01023665,75,30805,30433,27300,96890,56.8,24 CASTLE ROAD
790000,AL1 5DQ,D,E01023665,138,30805,30433,27300,96890,56.8,77 CASTLE ROAD
575000,AL1 5JQ,S,E01023665,89,30805,30433,27300,96890,56.8,23 SUTTON ROAD
844000,AL1 5DZ,S,E01023676,155,24256,31084,11193,84771,56.8,6 ALBION ROAD
136000,B79 7RU,F,E01029836,50,17016,12305,18162,36436,40.8,30 CYGNET DRIVE
255000,B78 3EY,S,E01029836,63,17016,12305,18162,36436,40.8,5 REGENCY CLOSE
170000,B77 4HA,T,E01029824,92,2872,7415,5208,52450,40.8,10 SORREL
499000,AL1 5PN,T,E01023678,73,24978,27555,25010,74057,56.8,5 LIBERTY WALK
763000,AL4 0GH,D,E01023678,80,24978,27555,25010,74057,56.8,24 CHURCH CROFT
445000,AL1 5RA,S,E01023666,108,20474,19037,19111,84771,56.8,4 CELL BARNES LANE
750000,AL1 5SJ,T,E01023683,116,12812,20314,11009,67807,56.8,28 ST VINCENT DRIVE
280000,B29 4DD,S,E01009504,112,13584,18426,15691,55245,45.3,35 GREEN MEADOW ROAD
424148,B29 5BU,T,E01009504,106,13584,18426,15691,55245,45.3,132 SHENLEY FIELDS ROAD
129300,B29 5JS,T,E01009291,70,5412,5391,7871,47875,45.3,234 ALWOLD ROAD
210000,B29 5TN,T,E01009291,71,5412,5391,7871,47875,45.3,363 ALWOLD ROAD
265000,B26 1PL,S,E01009520,85,14615,14901,20664,53243,45.3,85 ELMCROFT ROAD
247500,B26 2LJ,S,E01009520,73,14615,14901,20664,53243,45.3,16 CHARLBURY CRESCENT
340000,B26 1TT,T,E01009520,96,14615,14901,20664,53243,45.3,26 VERA ROAD
110000,B26 2LB,F,E01009520,48,14615,14901,20664,53243,45.3,26 BILTON GRANGE ROAD
330000,B17 8TN,S,E01009260,84,22626,17185,16273,62859,45.3,14 KENWARD CROFT
595000,B17 8SJ,D,E01009260,158,22626,17185,16273,62859,45.3,19 DUNCOMBE GROVE
165000,B17 8TD,F,E01009260,70,22626,17185,16273,62859,45.3,59 SHEEPMOOR CLOSE
165000,B17 8TD,F,E01009260,70,22626,17185,16273,62859,45.3,45 SHEEPMOOR CLOSE
190000,B31 4JJ,T,E01009213,75,5142,4239,5002,51267,45.3,129 CENTRAL AVENUE
645000,B91 2PG,S,E01010226,125,21077,20881,30192,66347,49.8,5 MARSH LANE
207000,B91 2AD,F,E01010226,70,21077,20881,30192,66347,49.8,18 KERESLEY CLOSE
1700000,B91 1AD,D,E01010195,316,33182,30596,30723,66347,49.8,594 WARWICK ROAD
655000,B91 1AG,S,E01010195,150,33182,30596,30723,66347,49.8,470 WARWICK ROAD
730000,B91 1HZ,S,E01010195,150,33182,30596,30723,66347,49.8,68 BROAD OAKS ROAD
222500,B29 5QT,T,E01009502,71,2090,2733,3655,44861,45.3,107 JERVOISE ROAD
154000,B29 5QN,T,E01009502,69,2090,2733,3655,44861,45.3,186 WEOLEY CASTLE ROAD
186000,B17 8JH,T,E01009138,75,10780,10712,12414,49962,45.3,16 WESTBURY ROAD
345000,B17 8LQ,T,E01009138,123,10780,10712,12414,49962,45.3,36 GEORGE DIXON ROAD
205000,B92 8LF,S,E01010158,77,3877,3871,3811,52653,49.8,59 COLESBOURNE ROAD
250000,B92 8EP,S,E01010158,74,3877,3871,3811,52653,49.8,85 DAYLESFORD ROAD
265000,B92 8LE,T,E01010158,75,3877,3871,3811,52653,49.8,12 COLESBOURNE ROAD
305000,B92 8EN,S,E01010158,85,3877,3871,3811,52653,49.8,17 EVENLODE ROAD
155000,B34 7NN,T,E01009308,84,2031,2213,8349,40903,45.3,31 GILWELL ROAD
198000,B34 7SW,T,E01009308,87,2031,2213,8349,40903,45.3,52 HORNE WAY
231000,B34 7LL,T,E01009308,85,2031,2213,8349,40903,45.3,106 HALL HAYS ROAD
170000,B34 7PZ,T,E01009308,82,2031,2213,8349,40903,45.3,15 LILLINGTON GROVE
230000,B34 7LA,T,E01009308,89,2031,2213,8349,40903,45.3,273 LONGMEADOW CRESCENT
200000,B34 7LN,T,E01009308,61,2031,2213,8349,40903,45.3,59 HALL HAYS ROAD
148000,B31 2UH,T,E01009158,80,4933,3583,8475,45428,45.3,21 COLMERS WALK
370000,B16 0RP,S,E01008986,280,6939,8221,6721,53437,45.3,349 GILLOTT ROAD
283000,B10 9HU,T,E01033642,97,4358,11006,13800,42274,45.3,36 RAVENSDALE ROAD
135000,B31 5BN,F,E01009158,59,4933,3583,8475,45428,45.3,29 LONG SAW DRIVE
135000,B31 5BN,F,E01009158,59,4933,3583,8475,45428,45.3,65 LONG SAW DRIVE
146000,B65 0BE,T,E01009932,66,2771,1178,3011,42506,43.6,20 HOLLY ROAD
280000,B65 0PR,S,E01009936,199,18213,15303,11816,38976,43.6,289 OLDBURY ROAD
150000,B69 1HH,S,E01010080,79,3320,2688,5260,46924,43.6,7 WALLACE ROAD
350000,B70 8HP,S,E01009986,116,8057,8067,12083,36262,43.6,129 OAK ROAD
220000,B30 3AG,S,E01008953,86,6828,9977,16221,50072,45.3,221 FORDHOUSE LANE
132000,B37 7UN,T,E01010125,86,761,1962,1544,40567,49.8,36 PIKE DRIVE
295000,B17 0PN,S,E01033562,88,8646,6247,15289,48025,45.3,46 RODBOURNE ROAD
295000,B17 0PN,S,E01033562,88,8646,6247,15289,48025,45.3,57 RODBOURNE ROAD
175000,B67 5QU,T,E01009928,68,7195,9582,9971,54473,43.6,60 THIMBLEMILL ROAD
170000,B70 0PW,S,E01010094,69,6215,6961,4755,40605,43.6,41 LAKESIDE ROAD
195000,B65 0DE,S,E01009932,68,2771,1178,3011,42506,43.6,9A WEST STREET
155500,B36 8QG,T,E01009081,80,727,3248,3644,44097,45.3,78 CHELTENHAM DRIVE
230000,B65 0DP,S,E01009932,113,2771,1178,3011,42506,43.6,8 HARPER CLOSE
570000,B74 2DF,S,E01009464,185,24161,19720,25271,57889,45.3,56 ELMWOOD ROAD
190000,B31 3LB,T,E01009212,83,1991,2211,2078,39252,45.3,44 EXE CROFT
200000,B75 7JL,S,E01009450,83,25711,24439,22393,62652,45.3,285 SPRINGFIELD ROAD
282000,B69 1HG,S,E01010080,78,3320,2688,5260,46924,43.6,125 IVY HOUSE ROAD
185000,B33 9PL,T,E01009298,70,1600,1018,2713,41581,45.3,6 SHELLEY CROFT
75000,B71 1PT,F,E01010104,54,5852,6999,10569,39258,43.6,5 SCOTT CLOSE
75000,B71 1PT,F,E01010104,54,5852,6999,10569,39258,43.6,6 SCOTT CLOSE
75000,B71 1PT,F,E01010104,54,5852,6999,10569,39258,43.6,3 SCOTT CLOSE
75000,B71 1PT,F,E01010104,54,5852,6999,10569,39258,43.6,4 SCOTT CLOSE
137000,B67 6DW,T,E01010057,90,9977,4735,19611,36739,43.6,77 CHESHIRE ROAD
182000,B67 5RU,T,E01009928,83,7195,9582,9971,54473,43.6,60 BEAKES ROAD
205500,B67 5QY,T,E01009928,81,7195,9582,9971,54473,43.6,111 KATHERINE ROAD
540000,B72 1XY,D,E01009461,123,30031,23711,32643,65001,45.3,31 SALISBURY GROVE
141000,B67 5AA,T,E01009928,79,7195,9582,9971,54473,43.6,86 RAWLINGS ROAD
180000,B67 7PY,S,E01010049,72,9412,8261,5919,39165,43.6,113 DIBBLE ROAD
191500,B67 5AW,T,E01009928,65,7195,9582,9971,54473,43.6,49 GLADYS ROAD
230000,B31 1SU,S,E01009172,84,1556,2889,3458,44099,45.3,31 HOGGS LANE
250000,B73 6SR,T,E01009464,163,24161,19720,25271,57889,45.3,26 CHESTER ROAD NORTH
620000,B73 6SP,D,E01009464,231,24161,19720,25271,57889,45.3,52 CHESTER ROAD NORTH
195000,B44 0PH,S,E01009132,78,1307,1934,3216,40270,45.3,16 PETERSHAM ROAD
180000,B31 3RJ,T,E01009215,80,172,575,1338,39252,45.3,53 BEECHES WAY
180000,B31 3RJ,T,E01009215,80,172,575,1338,39252,45.3,22 BEECHES WAY
340000,B31 3RE,T,E01009212,72,1991,2211,2078,39252,45.3,4 CLEE ROAD
192000,B31 3SN,T,E01009212,72,1991,2211,2078,39252,45.3,52 MERRISHAW ROAD
381500,B20 2LH,S,E01009262,116,10004,14182,18243,51173,45.3,4 AMHERST AVENUE
200000,B11 4RE,T,E01009396,140,2373,4915,6544,36038,45.3,2 WEATHEROAK ROAD
268750,B67 5LP,T,E01009926,119,14511,10378,14719,54473,43.6,118 ABBEY ROAD
325000,B75 7LL,S,E01009450,106,25711,24439,22393,62652,45.3,31 HOLBECHE ROAD
262920,B76 2SW,S,E01009450,77,25711,24439,22393,62652,45.3,22 HILARY DRIVE
230000,B27 7SY,S,E01009016,73,2274,1769,2370,53823,45.3,110 HOLLYHOCK ROAD
428000,B76 2SR,S,E01009450,93,25711,24439,22393,62652,45.3,163 SPRINGFIELD ROAD
370000,B76 2SS,S,E01009450,91,25711,24439,22393,62652,45.3,27 SPRINGFIELD CRESCENT
147500,B26 3RH,S,E01009318,69,15319,16550,21598,51229,45.3,27 NORMANTON AVENUE
147500,B26 3RH,S,E01009318,69,15319,16550,21598,51229,45.3,25 NORMANTON AVENUE
230000,B33 9PJ,T,E01009298,72,1600,1018,2713,41581,45.3,65 CROSSFIELD ROAD
250000,B71 4EW,S,E01010104,81,5852,6999,10569,39258,43.6,62 LYNDON
215000,B67 6DX,T,E01010057,87,9977,4735,19611,36739,43.6,89 ROSEFIELD ROAD
565000,B72 1YF,D,E01009461,150,30031,23711,32643,65001,45.3,30 BEVERLEY CLOSE
228000,B68 8QJ,S,E01010005,148,9547,11001,7828,43858,43.6,15 JOININGS BANK
470000,B76 1WE,D,E01009461,113,30031,23711,32643,65001,45.3,35 SHRUBBERY CLOSE
415000,B68 8DD,T,E01010000,102,12880,10875,10148,43858,43.6,531 WOLVERHAMPTON ROAD
290000,B43 7QR,D,E01010360,81,21304,19267,19017,55349,42.5,40 MORETON AVENUE
160000,B44 0AN,T,E01009132,77,1307,1934,3216,40270,45.3,848 COLLEGE ROAD
81500,B30 2LZ,T,E01009282,44,5978,4785,9210,51376,45.3,1 LEA YIELD CLOSE
255000,B73 5AN,S,E01009473,87,15256,15941,6725,61654,45.3,33 GEORGE ROAD
162450,B44 8EN,T,E01009231,62,13557,13938,23860,44239,45.3,70 OUNDLE ROAD
215000,B21 9JE,T,E01009350,106,1141,6110,7207,35954,45.3,15 WHATELEY ROAD
315000,B63 1AU,S,E01009807,76,29058,28837,28736,60700,43.1,33A THORNHILL ROAD
315000,B63 1AU,S,E01009807,76,29058,28837,28736,60700,43.1,28 THORNHILL ROAD
220000,B20 2LZ,S,E01009262,63,10004,14182,18243,51173,45.3,3 LARCHFIELD CLOSE
285000,B20 2LL,S,E01009262,78,10004,14182,18243,51173,45.3,64 INVERCLYDE ROAD
147500,B62 9EF,T,E01009793,118,25521,20815,21971,56323,43.1,142 LONG LANE
220000,B44 8BA,D,E01009232,90,11798,8042,13156,43890,45.3,35 KINGSTANDING ROAD
320000,B14 6BP,S,E01008968,106,21207,19920,19563,63407,45.3,14 HANNON ROAD
320000,B14 6BP,S,E01008968,106,21207,19920,19563,63407,45.3,38 HANNON ROAD
235000,B67 5HX,T,E01009926,83,14511,10378,14719,54473,43.6,201 PARK ROAD
266000,B67 5HE,S,E01009926,84,14511,10378,14719,54473,43.6,128 WIGORN ROAD
200000,B20 2EH,S,E01009049,59,3879,11546,9212,44247,45.3,16 INGLENOOK DRIVE
140000,B65 9QF,S,E01009930,68,5449,6646,8865,42506,43.6,46 MINCING LANE
265000,B26 3RL,S,E01009318,116,15319,16550,21598,51229,45.3,185 WHITECROFT ROAD
223500,B26 3UL,S,E01009318,61,15319,16550,21598,51229,45.3,53 BERRYFIELD ROAD
325000,B68 8PP,S,E01010000,93,12880,10875,10148,43858,43.6,12 BARNFORD CRESCENT
582500,AL2 3DG,S,E01023731,78,27280,29895,22816,69332,56.8,15 FOREFIELD
270000,B30 2YE,T,E01009282,74,5978,4785,9210,51376,45.3,18 BEWDLEY ROAD
255000,B65 8EW,T,E01010039,68,6588,3872,11070,48366,43.6,39 HARVEST ROAD
355000,B73 6RA,S,E01009473,88,15256,15941,6725,61654,45.3,18 ROYLESDEN CRESCENT
120000,B43 5HP,S,E01010013,74,20170,20439,24353,49208,43.6,10 CLAVERDON DRIVE
315000,B73 5DJ,T,E01009473,90,15256,15941,6725,61654,45.3,18 COLLEGE ROAD
215000,B33 0EH,S,E01009299,66,2111,4591,4567,41177,45.3,335 KITTS GREEN ROAD
295000,B73 5AP,T,E01009473,86,15256,15941,6725,61654,45.3,91 ELIZABETH ROAD
140000,B23 7EP,S,E01009410,78,1764,2567,2111,41892,45.3,10 MARSH HILL
173000,B44 9UA,S,E01009226,59,8769,10504,9521,44239,45.3,45 TRESHAM ROAD
211000,B35 7PE,T,E01009106,78,5454,4622,15953,36316,45.3,11 MORAR CLOSE
265000,B44 8DJ,S,E01009231,78,13557,13938,23860,44239,45.3,36 FAIRFORD ROAD
165000,B65 8JE,D,E01010044,75,8514,10776,11531,48366,43.6,49 DOULTON ROAD
240000,B63 2AW,S,E01009863,81,11511,14243,14924,43981,43.1,32 STOURDELL ROAD
375000,B63 1AH,S,E01009807,103,29058,28837,28736,60700,43.1,12 BRACKENFIELD ROAD
210000,B92 9NY,T,E01010232,73,12758,15288,12879,60615,49.8,76 FOREDROVE LANE
296500,B63 1BB,S,E01009807,75,29058,28837,28736,60700,43.1,24 DUNSTALL ROAD
200000,B42 2PW,S,E01009244,85,14123,10771,17694,49764,45.3,79A THORNBRIDGE AVENUE
440000,B62 9NQ,D,E01009793,99,25521,20815,21971,56323,43.1,161 NARROW LANE
230000,B44 9NU,S,E01009220,86,9067,10892,12671,43489,45.3,80 COPTHORNE ROAD
193000,B44 8AJ,S,E01009232,75,11798,8042,13156,43890,45.3,18 ANSTEY ROAD
155000,B20 3HR,T,E01009053,89,710,7324,362,38843,45.3,9 WENLOCK ROAD
155000,B20 3HR,T,E01009053,89,710,7324,362,38843,45.3,31 WENLOCK ROAD
340000,B71 3NE,S,E01009994,127,6325,6078,5201,38990,43.6,55 SANDFIELD ROAD
540000,B13 0PD,D,E01008968,160,21207,19920,19563,63407,45.3,12 TUDOR CLOSE
198000,B23 6PN,S,E01009407,113,4471,6572,4550,41079,45.3,16 BEECH DENE GROVE
345000,B14 6BH,S,E01008968,116,21207,19920,19563,63407,45.3,28 BRANDWOOD ROAD
267000,B73 6EB,F,E01009449,82.3,21581,14887,4334,64648,45.3,35 CLIFTON ROAD
175000,B12 8AY,T,E01009399,87,2340,3625,8675,39580,45.3,30 ETON ROAD
3820000,AL3 4AU,D,E01023743,772,31210,32470,21497,85460,56.8,32 KING HARRY LANE
300000,B65 9QA,D,E01009930,81,5449,6646,8865,42506,43.6,15 PEAR TREE DRIVE
610000,AL3 4BY,T,E01023745,100.5,32825,33432,26520,85460,56.8,3 KINGSBURY MEWS
100000,B65 9PW,F,E01009930,61,5449,6646,8865,42506,43.6,4 HIGHBURY CLOSE
100000,B65 9PW,F,E01009930,61,5449,6646,8865,42506,43.6,10 HIGHBURY CLOSE
715000,AL3 4JJ,D,E01023742,125,31175,31869,31735,85460,56.8,5 LINDUM PLACE
765000,AL3 4LZ,D,E01023742,106,31175,31869,31735,85460,56.8,92 WESTFIELDS
912000,AL3 4NB,S,E01023742,124,31175,31869,31735,85460,56.8,10 ROWLATT DRIVE
3350000,AL3 4RY,D,E01023745,391,32825,33432,26520,85460,56.8,135 FISHPOOL STREET
200000,B63 2SJ,T,E01009863,73,11511,14243,14924,43981,43.1,3 THE CLOSE
150000,B31 5LR,F,E01009207,59,21523,20100,25677,51267,45.3,20 LOMAS DRIVE
150000,B31 5LR,F,E01009207,59,21523,20100,25677,51267,45.3,55 LOMAS DRIVE
131900,B33 9PF,S,E01009311,61,1618,2830,926,41581,45.3,76 NORTH ROUNDHAY
565000,AL3 5JL,T,E01023670,71.8,27076,22177,21013,73404,56.8,32 OSTER STREET
600000,AL3 5NA,T,E01023728,70,25569,29052,16771,73561,56.8,29 GRANGE STREET
820000,AL3 5QG,S,E01023670,100,27076,22177,21013,73404,56.8,13 NORMANDY ROAD
560000,AL3 5QL,T,E01023728,62,25569,29052,16771,73561,56.8,31 BERNARD STREET
2215000,AL3 5RF,D,E01023670,264,27076,22177,21013,73404,56.8,23 TOWNSEND DRIVE
145000,B33 9SS,S,E01009299,62,2111,4591,4567,41177,45.3,43 GRESSEL LANE
690000,EN4 8FT,T,E01000116,102,24428,30525,24840,87309,56.1,1 ACCOMMODATION ROAD
145000,B13 0AB,T,E01009179,79,16332,13186,15596,60431,45.3,121 BROOK LANE
250000,B44 9SA,S,E01009226,93,8769,10504,9521,44239,45.3,458 KINGSTANDING ROAD
183000,B44 9TS,S,E01009226,70,8769,10504,9521,44239,45.3,284 BIRDBROOK ROAD
210000,B35 6NR,T,E01009106,79,5454,4622,15953,36316,45.3,11 ST MAWGAN CLOSE
240000,B13 9NR,T,E01009044,99,3349,6256,12651,48219,45.3,7 PASSEY ROAD
197500,B35 6PS,T,E01009106,76,5454,4622,15953,36316,45.3,22 TURNHOUSE ROAD
170000,B65 8PL,T,E01010044,83,8514,10776,11531,48366,43.6,8 HILLFIELD WALK
205000,B65 8NF,T,E01010044,77,8514,10776,11531,48366,43.6,16 BLACKBERRY LANE
190000,B37 7JL,S,E01010128,88.06,2445,1629,2918,39621,49.8,131 MARLENE CROFT
141500,B38 9HU,S,E01009110,78,2297,1725,1899,40431,45.3,79 BARRATTS ROAD
240000,B63 2AX,S,E01009863,67,11511,14243,14924,43981,43.1,23 BANNERS LANE
245000,B63 2TQ,T,E01009863,105,11511,14243,14924,43981,43.1,11 CENTURY WAY
245000,B63 2TQ,T,E01009863,105,11511,14243,14924,43981,43.1,33 CENTURY WAY
128000,B91 2UN,T,E01010232,84,12758,15288,12879,60615,49.8,212 WHARF LANE
164500,B92 9LE,F,E01010232,55,12758,15288,12879,60615,49.8,8 GREENLAND RISE
350000,AL4 9AJ,T,E01023735,50,27987,30379,30487,76244,56.8,15 RIPON WAY
495000,AL3 6LW,T,E01023713,85,23238,29323,27919,76244,56.8,9 CANBERRA CLOSE
262000,B42 2SG,S,E01009244,91,14123,10771,17694,49764,45.3,18 GRINDLEFORD ROAD
210000,B42 2QT,T,E01009244,75,14123,10771,17694,49764,45.3,30 CHELMORTON ROAD
75000,B76 1BQ,F,E01009451,24,17057,15697,16760,64648,45.3,23 NEWHALL FARM CLOSE
298000,B42 2AA,T,E01009244,86,14123,10771,17694,49764,45.3,151 BOOTHS LANE
425000,HA8 0TL,T,E01000127,78,8945,20103,12975,59921,56.1,37 ORANGE HILL ROAD
245000,B24 9LJ,S,E01009008,72,13021,13263,21330,44097,45.3,4 NICKEL LANE
409995,B71 3LB,D,E01009994,116,6325,6078,5201,38990,43.6,74 HALL GREEN ROAD
334995,B71 3NJ,D,E01009994,93,6325,6078,5201,38990,43.6,9 NEEDWOOD GROVE
123500,B62 9LR,T,E01009795,78,5451,7389,12259,45374,43.1,23 CLEMENT ROAD
148000,B64 6DU,S,E01009957,74,2586,4030,8437,43966,43.6,68 BEARMORE ROAD
260000,HA8 0LU,F,E01000129,55,6734,11493,2889,59921,56.1,70B WATLING AVENUE
535000,HA8 0LX,T,E01000129,90,6734,11493,2889,59921,56.1,105 WATLING AVENUE
650000,B74 2LQ,D,E01010389,126,22483,23440,21047,60233,42.5,9 THORNHILL PARK
510000,HA8 9EY,S,E01000132,24,10626,14119,17135,69466,56.1,8 EDWIN ROAD
500000,HA8 0JH,S,E01000133,83,8440,15866,15471,69466,56.1,190 BLUNDELL ROAD
705000,B91 1JR,D,E01010192,139,28507,32081,8308,77452,49.8,37 THE CRESCENT
315000,B73 6QS,D,E01009469,82,25040,21673,25740,61654,45.3,3 RUSHBROOKE DRIVE
325000,HA8 0QY,F,E01000134,86,11745,18689,20035,59921,56.1,67 COLCHESTER ROAD
188000,B23 5HH,T,E01009406,78,3296,2616,5558,41079,45.3,19 ILFORD ROAD
450000,HA8 0UA,S,E01000134,85,11745,18689,20035,59921,56.1,32 NORWICH WALK
160000,B71 1PJ,T,E01009992,77,8560,7312,11334,39258,43.6,34 BERNARD STREET
187500,B68 0LH,S,E01010027,88,18411,20628,14914,57024,43.6,32 WOLVERHAMPTON ROAD
200000,B26 2DB,T,E01009516,70,6109,4917,11595,44342,45.3,25 AMANDA DRIVE
200000,B26 2DB,T,E01009516,70,6109,4917,11595,44342,45.3,9 AMANDA DRIVE
220000,B33 9PB,T,E01009311,84,1618,2830,926,41581,45.3,28 NORTH ROUNDHAY
652000,B92 0PU,D,E01010116,200,30792,28306,26169,60615,49.8,29 MERSTAL DRIVE
217000,B42 2HR,S,E01009243,70,13476,13286,12174,51699,45.3,147 TURNBERRY ROAD
305000,B33 8EU,S,E01009511,183,2052,1876,4056,41581,45.3,29 PASSFIELD ROAD
245000,AL5 5UG,F,E01023701,47,25230,32400,20787,81373,56.8,88 AYSGARTH CLOSE
220000,B31 3DZ,T,E01009214,110,848,726,1452,39252,45.3,43 SLINGFIELD ROAD
130000,B37 7JN,T,E01010128,73,2445,1629,2918,39621,49.8,63 EDEN GROVE
227000,B16 9RJ,T,E01008988,60,8253,7902,5767,53437,45.3,14 WYNDHAM ROAD
561000,B16 9SQ,D,E01008988,160,8253,7902,5767,53437,45.3,67 VERNON ROAD
280500,B24 9NB,S,E01009102,100,1660,2390,14461,44097,45.3,99 NOCKS AVENUE
280500,B24 9NB,S,E01009102,100,1660,2390,14461,44097,45.3,101 NOCKS AVENUE
280500,B24 9NB,S,E01009102,100,1660,2390,14461,44097,45.3,103 NOCKS AVENUE
280500,B24 9NB,S,E01009102,100,1660,2390,14461,44097,45.3,105 NOCKS AVENUE
255000,AL4 9BJ,F,E01023735,41,27987,30379,30487,76244,56.8,31A BEVERLEY GARDENS
380000,AL4 9HT,T,E01023735,53,27987,30379,30487,76244,56.8,10 STANTON CLOSE
417000,AL4 9JB,T,E01023735,72,27987,30379,30487,76244,56.8,5 ELIZABETH COURT
508000,AL4 9JD,S,E01023735,73,27987,30379,30487,76244,56.8,34 ELIZABETH COURT
435000,AL4 9JL,T,E01023735,62,27987,30379,30487,76244,56.8,7 EASTFIELD COURT
320000,AL4 9QX,T,E01023735,47,27987,30379,30487,76244,56.8,78 HARVESTERS
520000,B72 1SP,S,E01009451,166,17057,15697,16760,64648,45.3,41 ROYAL ROAD
280000,B72 1NH,T,E01009451,75,17057,15697,16760,64648,45.3,90 COLES LANE
280000,B72 1NH,T,E01009451,75,17057,15697,16760,64648,45.3,31 COLES LANE
300000,B29 6EJ,S,E01009284,83,26538,9053,6924,55900,45.3,85 HEELEY ROAD
300000,B24 9DU,S,E01009008,75,13021,13263,21330,44097,45.3,14 AYRE ROAD
455000,AL4 0DW,T,E01023664,76,24191,28279,27495,96890,56.8,32 CEDARWOOD DRIVE
175000,B62 9HA,S,E01009795,107,5451,7389,12259,45374,43.1,45 BELGRAVE ROAD
565000,AL4 0NT,T,E01023712,63,19456,25990,21332,83788,56.8,11 KESTREL WAY
210000,B62 8JP,T,E01009795,101,5451,7389,12259,45374,43.1,11 MAPLE ROAD
158000,B62 9LP,T,E01009795,83,5451,7389,12259,45374,43.1,21 GREEN LANE
141000,B23 5EL,S,E01009404,59,1519,2288,7879,41079,45.3,15 COSSINGTON ROAD
150000,B64 6DH,T,E01009957,56,2586,4030,8437,43966,43.6,25 MORGAN CLOSE
202000,B64 6NU,T,E01009956,110,6931,6168,9079,40995,43.6,52 STATION ROAD
125000,B30 3SA,S,E01008975,81,15889,11185,12937,51402,45.3,163 LINDSWORTH ROAD
250000,B92 8RD,S,E01010136,75,28133,18768,29042,52653,49.8,65 KNIGHTSBRIDGE ROAD
207000,B14 5XX,T,E01008979,87,489,1893,2297,35410,45.3,36 HARDWICKE WALK
510000,B74 2FH,D,E01010389,165,22483,23440,21047,60233,42.5,10 PEMBURY CLOSE
480000,B74 2EE,D,E01010389,117,22483,23440,21047,60233,42.5,2 MILLCROFT ROAD
210000,B32 2JJ,S,E01009074,73,1203,4497,2977,40996,45.3,38 CAPERN GROVE
580000,EN4 9TX,T,E01000166,62,12695,27838,20445,86589,56.1,22 CHERITON CLOSE
145000,B67 7NY,T,E01010048,77,14425,14650,16583,39165,43.6,21 BERTRAM ROAD
272000,B76 2UP,S,E01009455,88,2358,3208,6855,51742,45.3,7 STOURTON CLOSE
155000,B91 3DE,F,E01010192,48,28507,32081,8308,77452,49.8,25 TUDOR COPPICE
860000,EN4 9LH,S,E01000168,112,28197,31479,29169,86589,56.1,47 ASHURST ROAD
230000,B75 7NS,S,E01009448,84,6443,7555,8971,51742,45.3,2 LEIGH ROAD
